Código Ramo de Atividade;Ordem Ramo de Atividade;Código Ramo de Atividade - Nível 1;Código Ramo de Atividade - Nível 2;Código Ramo de Atividade - Nível 3;Código Ramo de Atividade - Nível 4;Código Ramo de Atividade - Nível 5;Ramo de Atividade - Nível 1;Ramo de Atividade - Nível 2;Ramo de Atividade - Nível 3;Ramo de Atividade - Nível 4;Ramo de Atividade - Nível 5;Ramo de Atividade;Divisão
1300;4;4755502;4755503;4761003;4781400;4789001;COMERCIO VAREJISTA DE ARTIGOS DE ARMARINHO;COMERCIO VAREJISTA DE ARTIGOS DE CAMA, MESA E BANHO;COMERCIO VAREJISTA DE ARTIGOS DE PAPELARIA;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;COMERCIO VAREJISTA DE SUVENIRES, BIJUTERIAS E ARTESANATOS;VAREJO;COMÉRCIO VAREJISTA
2534;4;4754701;4754702;4755503;4759899;4781400;COMERCIO VAREJISTA DE ARTIGOS DE CAMA, MESA E BANHO;COMERCIO VAREJISTA DE ARTIGOS DE COLCHOARIA;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;COMERCIO VAREJISTA DE MOVEIS;COMERCIO VAREJISTA DE OUTROS ARTIGOS DE USO PESSOAL E DOMESTICO NAO ESPECIFICADOS ANTERIORMENTE;VAREJO;COMÉRCIO VAREJISTA
223;0;4632001;4632001;4632001;4632001;4632001;COMERCIO ATACADISTA DE CEREAIS E LEGUMINOSAS BENEFICIADOS;COMERCIO ATACADISTA DE CEREAIS E LEGUMINOSAS BENEFICIADOS;COMERCIO ATACADISTA DE CEREAIS E LEGUMINOSAS BENEFICIADOS;COMERCIO ATACADISTA DE CEREAIS E LEGUMINOSAS BENEFICIADOS;COMERCIO ATACADISTA DE CEREAIS E LEGUMINOSAS BENEFICIADOS;ATACADO;COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS
2305;3;2229399;3292202;3299003;7711000;7711000;FABRICACAO DE ARTEFATOS DE MATERIAL PLASTICO PARA OUTROS USOS NAO ESPECIFICADOS ANTERIORMENTE;FABRICACAO DE EQUIPAMENTOS E ACESSORIOS PARA SEGURANCA PESSOAL E PROFISSIONAL;FABRICACAO DE LETRAS, LETREIROS E PLACAS DE QUALQUER MATERIAL, EXCETO LUMINOSOS;LOCACAO DE AUTOMOVEIS SEM CONDUTOR;LOCACAO DE AUTOMOVEIS SEM CONDUTOR;QUÍMICA-PETROQUÍMICA;FABRICAÇÃO DE PRODUTOS DE BORRACHA E DE MATERIAL PLÁSTICO
2568;4;4755502;4755503;4759801;4772500;4789099;COMERCIO VAREJISTA DE ARTIGOS DE ARMARINHO;COMERCIO VAREJISTA DE ARTIGOS DE CAMA, MESA E BANHO;COMERCIO VAREJISTA DE ARTIGOS DE TAPECARIA, CORTINAS E PERSIANAS;COMERCIO VAREJISTA DE COSMETICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL;COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE;VAREJO;COMÉRCIO VAREJISTA
2203;1;5021101;5091201;5091201;5091201;5091201;TRANSPORTE POR NAVEGACAO DE TRAVESSIA, MUNICIPAL;TRANSPORTE POR NAVEGACAO INTERIOR DE CARGA, MUNICIPAL, EXCETO TRAVESSIA;TRANSPORTE POR NAVEGACAO INTERIOR DE CARGA, MUNICIPAL, EXCETO TRAVESSIA;TRANSPORTE POR NAVEGACAO INTERIOR DE CARGA, MUNICIPAL, EXCETO TRAVESSIA;TRANSPORTE POR NAVEGACAO INTERIOR DE CARGA, MUNICIPAL, EXCETO TRAVESSIA;TRANSPORTE;TRANSPORTE AQUAVIÁRIO
1155;3;3311200;3313999;4321500;8541400;8541400;EDUCACAO PROFISSIONAL DE NIVEL TECNICO;INSTALACAO E MANUTENCAO ELETRICA;MANUTENCAO E REPARACAO DE MAQUINAS, APARELHOS E MATERIAIS ELETRICOS NAO ESPECIFICADOS ANTERIORMENTE;MANUTENCAO E REPARACAO DE TANQUES, RESERVATORIOS METALICOS E CALDEIRAS, EXCETO PARA VEICULOS;MANUTENCAO E REPARACAO DE TANQUES, RESERVATORIOS METALICOS E CALDEIRAS, EXCETO PARA VEICULOS;SERVIÇOS DIVERSOS;MANUTENÇÃO, REPARAÇÃO E INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTO
1841;0;8413200;8413200;8413200;8413200;8413200;REGULACAO DAS ATIVIDADES ECONOMICAS;REGULACAO DAS ATIVIDADES ECONOMICAS;REGULACAO DAS ATIVIDADES ECONOMICAS;REGULACAO DAS ATIVIDADES ECONOMICAS;REGULACAO DAS ATIVIDADES ECONOMICAS;SERVIÇOS DIVERSOS;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL
1049;1;4743100;4789099;4789099;4789099;4789099;COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE;COMERCIO VAREJISTA DE VIDROS;COMERCIO VAREJISTA DE VIDROS;COMERCIO VAREJISTA DE VIDROS;COMERCIO VAREJISTA DE VIDROS;VAREJO;COMÉRCIO VAREJISTA
2061;4;4321500;7420001;7420002;8230001;9001906;ATIVIDADES DE PRODUCAO DE FOTOGRAFIAS AEREAS E SUBMARINAS;ATIVIDADES DE PRODUCAO DE FOTOGRAFIAS, EXCETO AEREA E SUBMARINA;ATIVIDADES DE SONORIZACAO E DE ILUMINACAO;INSTALACAO E MANUTENCAO ELETRICA;SERVICOS DE ORGANIZACAO DE FEIRAS, CONGRESSOS, EXPOSICOES E FESTAS;INDÚSTRIA DA CONSTRUÇÃO;SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO
2436;4;4713002;4729699;4755502;4771701;4774100;COMERCIO VAREJISTA DE ARTIGOS DE ARMARINHO;COMERCIO VAREJISTA DE ARTIGOS DE OPTICA;COMERCIO VAREJISTA DE PRODUTOS ALIMENTICIOS EM GERAL OU ESPECIALIZADO EM PRODUTOS ALIMENTICIOS NAO ESPECIFICADOS ANTERIORMENTE;COMERCIO VAREJISTA DE PRODUTOS FARMACEUTICOS, SEM MANIPULACAO DE FORMULAS;LOJAS DE VARIEDADES, EXCETO LOJAS DE DEPARTAMENTOS OU MAGAZINES;VAREJO;COMÉRCIO VAREJISTA
122;0;4759801;4759801;4759801;4759801;4759801;COMERCIO VAREJISTA DE ARTIGOS DE TAPECARIA, CORTINAS E PERSIANAS;COMERCIO VAREJISTA DE ARTIGOS DE TAPECARIA, CORTINAS E PERSIANAS;COMERCIO VAREJISTA DE ARTIGOS DE TAPECARIA, CORTINAS E PERSIANAS;COMERCIO VAREJISTA DE ARTIGOS DE TAPECARIA, CORTINAS E PERSIANAS;COMERCIO VAREJISTA DE ARTIGOS DE TAPECARIA, CORTINAS E PERSIANAS;VAREJO;COMÉRCIO VAREJISTA
195;0;7490101;7490101;7490101;7490101;7490101;SERVICOS DE TRADUCAO, INTERPRETACAO E SIMILARES;SERVICOS DE TRADUCAO, INTERPRETACAO E SIMILARES;SERVICOS DE TRADUCAO, INTERPRETACAO E SIMILARES;SERVICOS DE TRADUCAO, INTERPRETACAO E SIMILARES;SERVICOS DE TRADUCAO, INTERPRETACAO E SIMILARES;SERVIÇOS PROFISSIONAIS E;OUTRAS ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS
2698;0;4681801;4681801;4681801;4681801;4681801;COMERCIO ATACADISTA DE ALCOOL CARBURANTE, BIODIESEL, GASOLINA E DEMAIS DERIVADOS DE PETROLEO, EXCETO LUBRIFICANTES, NAO REALIZADO POR TRANSPORTADOR RETALHISTA TRR;COMERCIO ATACADISTA DE ALCOOL CARBURANTE, BIODIESEL, GASOLINA E DEMAIS DERIVADOS DE PETROLEO, EXCETO LUBRIFICANTES, NAO REALIZADO POR TRANSPORTADOR RETALHISTA TRR;COMERCIO ATACADISTA DE ALCOOL CARBURANTE, BIODIESEL, GASOLINA E DEMAIS DERIVADOS DE PETROLEO, EXCETO LUBRIFICANTES, NAO REALIZADO POR TRANSPORTADOR RETALHISTA TRR;COMERCIO ATACADISTA DE ALCOOL CARBURANTE, BIODIESEL, GASOLINA E DEMAIS DERIVADOS DE PETROLEO, EXCETO LUBRIFICANTES, NAO REALIZADO POR TRANSPORTADOR RETALHISTA TRR;COMERCIO ATACADISTA DE ALCOOL CARBURANTE, BIODIESEL, GASOLINA E DEMAIS DERIVADOS DE PETROLEO, EXCETO LUBRIFICANTES, NAO REALIZADO POR TRANSPORTADOR RETALHISTA TRR;ATACADO;COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS
1150;4;3321000;4321500;4322301;4322303;6190699;INSTALACAO DE MAQUINAS E EQUIPAMENTOS INDUSTRIAIS;INSTALACAO E MANUTENCAO ELETRICA;INSTALACOES DE SISTEMA DE PREVENCAO CONTRA INCENDIO;INSTALACOES HIDRAULICAS, SANITARIAS E DE GAS;OUTRAS ATIVIDADES DE TELECOMUNICACOES NAO ESPECIFICADAS ANTERIORMENTE;SERVIÇOS DIVERSOS;MANUTENÇÃO, REPARAÇÃO E INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTO
1146;0;1521100;1521100;1521100;1521100;1521100;FABRICACAO DE ARTIGOS PARA VIAGEM, BOLSAS E SEMELHANTES DE QUALQUER MATERIAL;FABRICACAO DE ARTIGOS PARA VIAGEM, BOLSAS E SEMELHANTES DE QUALQUER MATERIAL;FABRICACAO DE ARTIGOS PARA VIAGEM, BOLSAS E SEMELHANTES DE QUALQUER MATERIAL;FABRICACAO DE ARTIGOS PARA VIAGEM, BOLSAS E SEMELHANTES DE QUALQUER MATERIAL;FABRICACAO DE ARTIGOS PARA VIAGEM, BOLSAS E SEMELHANTES DE QUALQUER MATERIAL;BENS DE CONSUMO;PREPARAÇÃO DE COUROS E FABRICAÇÃO DE ARTEFATOS DE COURO, ARTIGOS PARA VIAGEM E CALÇADOS
1086;4;4752100;4754702;4763601;4789007;4789099;COMERCIO VAREJISTA DE ARTIGOS DE COLCHOARIA;COMERCIO VAREJISTA DE BRINQUEDOS E ARTIGOS RECREATIVOS;COMERCIO VAREJISTA DE EQUIPAMENTOS PARA ESCRITORIO;COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE;COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS DE TELEFONIA E COMUNICACAO;VAREJO;COMÉRCIO VAREJISTA
2961;1;9001999;9491000;9491000;9491000;9491000;ARTES CENICAS, ESPETACULOS E ATIVIDADES COMPLEMENTARES NAO ESPECIFICADAS ANTERIORMENTE;ATIVIDADES DE ORGANIZACOES RELIGIOSAS OU FILOSOFICAS;ATIVIDADES DE ORGANIZACOES RELIGIOSAS OU FILOSOFICAS;ATIVIDADES DE ORGANIZACOES RELIGIOSAS OU FILOSOFICAS;ATIVIDADES DE ORGANIZACOES RELIGIOSAS OU FILOSOFICAS;SERVIÇOS DIVERSOS;ATIVIDADES ARTÍSTICAS, CRIATIVAS E DE ESPETÁCULOS
441;0;4221905;4221905;4221905;4221905;4221905;MANUTENCAO DE ESTACOES E REDES DE TELECOMUNICACOES;MANUTENCAO DE ESTACOES E REDES DE TELECOMUNICACOES;MANUTENCAO DE ESTACOES E REDES DE TELECOMUNICACOES;MANUTENCAO DE ESTACOES E REDES DE TELECOMUNICACOES;MANUTENCAO DE ESTACOES E REDES DE TELECOMUNICACOES;INDÚSTRIA DA CONSTRUÇÃO;OBRAS DE INFRA-ESTRUTURA
1804;3;4311801;4311802;4313400;4744099;4744099;COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO EM GERAL;DEMOLICAO DE EDIFICIOS E OUTRAS ESTRUTURAS;OBRAS DE TERRAPLENAGEM;PREPARACAO DE CANTEIRO E LIMPEZA DE TERRENO;PREPARACAO DE CANTEIRO E LIMPEZA DE TERRENO;INDÚSTRIA DA CONSTRUÇÃO;SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO
67;0;4763602;4763602;4763602;4763602;4763602;COMERCIO VAREJISTA DE ARTIGOS ESPORTIVOS;COMERCIO VAREJISTA DE ARTIGOS ESPORTIVOS;COMERCIO VAREJISTA DE ARTIGOS ESPORTIVOS;COMERCIO VAREJISTA DE ARTIGOS ESPORTIVOS;COMERCIO VAREJISTA DE ARTIGOS ESPORTIVOS;VAREJO;COMÉRCIO VAREJISTA
413;0;9430800;9430800;9430800;9430800;9430800;ATIVIDADES DE ASSOCIACOES DE DEFESA DE DIREITOS SOCIAIS;ATIVIDADES DE ASSOCIACOES DE DEFESA DE DIREITOS SOCIAIS;ATIVIDADES DE ASSOCIACOES DE DEFESA DE DIREITOS SOCIAIS;ATIVIDADES DE ASSOCIACOES DE DEFESA DE DIREITOS SOCIAIS;ATIVIDADES DE ASSOCIACOES DE DEFESA DE DIREITOS SOCIAIS;SERVIÇOS DIVERSOS;ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS
383;0;4789007;4789007;4789007;4789007;4789007;COMERCIO VAREJISTA DE EQUIPAMENTOS PARA ESCRITORIO;COMERCIO VAREJISTA DE EQUIPAMENTOS PARA ESCRITORIO;COMERCIO VAREJISTA DE EQUIPAMENTOS PARA ESCRITORIO;COMERCIO VAREJISTA DE EQUIPAMENTOS PARA ESCRITORIO;COMERCIO VAREJISTA DE EQUIPAMENTOS PARA ESCRITORIO;VAREJO;COMÉRCIO VAREJISTA
167;1;8599603;9511800;9511800;9511800;9511800;REPARACAO E MANUTENCAO DE COMPUTADORES E DE EQUIPAMENTOS PERIFERICOS;TREINAMENTO EM INFORMATICA;TREINAMENTO EM INFORMATICA;TREINAMENTO EM INFORMATICA;TREINAMENTO EM INFORMATICA;SERVIÇOS DE EDUCAÇÃO;EDUCAÇÃO
1145;1;4921301;4929901;4929901;4929901;4929901;TRANSPORTE RODOVIARIO COLETIVO DE PASSAGEIROS, COM ITINERARIO FIXO, MUNICIPAL;TRANSPORTE RODOVIARIO COLETIVO DE PASSAGEIROS, SOB REGIME DE FRETAMENTO, MUNICIPAL;TRANSPORTE RODOVIARIO COLETIVO DE PASSAGEIROS, SOB REGIME DE FRETAMENTO, MUNICIPAL;TRANSPORTE RODOVIARIO COLETIVO DE PASSAGEIROS, SOB REGIME DE FRETAMENTO, MUNICIPAL;TRANSPORTE RODOVIARIO COLETIVO DE PASSAGEIROS, SOB REGIME DE FRETAMENTO, MUNICIPAL;TRANSPORTE;TRANSPORTE TERRESTRE
2623;3;3314710;4665600;4753900;9521500;9521500;COMERCIO ATACADISTA DE MAQUINAS E EQUIPAMENTOS PARA USO COMERCIAL, PARTES E PECAS;COMERCIO VAREJISTA ESPECIALIZADO DE ELETRODOMESTICOS E EQUIPAMENTOS DE AUDIO E VIDEO;MANUTENCAO E REPARACAO DE MAQUINAS E EQUIPAMENTOS PARA USO GERAL NAO ESPECIFICADOS ANTERIORMENTE;REPARACAO E MANUTENCAO DE EQUIPAMENTOS ELETROELETRONICOS DE USO PESSOAL E DOMESTICO;REPARACAO E MANUTENCAO DE EQUIPAMENTOS ELETROELETRONICOS DE USO PESSOAL E DOMESTICO;SERVIÇOS DIVERSOS;MANUTENÇÃO, REPARAÇÃO E INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTO
2950;2;0111302;0121101;0132600;0132600;0132600;CULTIVO DE MILHO;CULTIVO DE UVA;HORTICULTURA, EXCETO MORANGO;HORTICULTURA, EXCETO MORANGO;HORTICULTURA, EXCETO MORANGO;PRODUTOS DE AGROPECUÁRIA;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS
1092;3;4763601;4781400;4782201;4782202;4782202;COMERCIO VAREJISTA DE ARTIGOS DE VIAGEM;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;COMERCIO VAREJISTA DE BRINQUEDOS E ARTIGOS RECREATIVOS;COMERCIO VAREJISTA DE CALCADOS;COMERCIO VAREJISTA DE CALCADOS;VAREJO;COMÉRCIO VAREJISTA
1347;2;4642702;4744001;4789099;4789099;4789099;COMERCIO ATACADISTA DE ROUPAS E ACESSORIOS PARA USO PROFISSIONAL E DE SEGURANCA DO TRABALHO;COMERCIO VAREJISTA DE FERRAGENS E FERRAMENTAS;COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE;COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE;COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE;ATACADO;COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS
2672;1;4922101;4929902;4929902;4929902;4929902;TRANSPORTE RODOVIARIO COLETIVO DE PASSAGEIROS, COM ITINERARIO FIXO, INTERMUNICIPAL, EXCETO EM REGIAO METROPOLITANA;TRANSPORTE RODOVIARIO COLETIVO DE PASSAGEIROS, SOB REGIME DE FRETAMENTO, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL;TRANSPORTE RODOVIARIO COLETIVO DE PASSAGEIROS, SOB REGIME DE FRETAMENTO, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL;TRANSPORTE RODOVIARIO COLETIVO DE PASSAGEIROS, SOB REGIME DE FRETAMENTO, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL;TRANSPORTE RODOVIARIO COLETIVO DE PASSAGEIROS, SOB REGIME DE FRETAMENTO, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL;TRANSPORTE;TRANSPORTE TERRESTRE
1144;4;1340501;1413403;4755502;4755503;4781400;COMERCIO VAREJISTA DE ARTIGOS DE ARMARINHO;COMERCIO VAREJISTA DE ARTIGOS DE CAMA, MESA E BANHO;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;ESTAMPARIA E TEXTURIZACAO EM FIOS, TECIDOS, ARTEFATOS TEXTEIS E PECAS DO VESTUARIO;FACCAO DE ROUPAS PROFISSIONAIS;TÊXTEIS;FABRICAÇÃO DE PRODUTOS TÊXTEIS
1250;4;4763601;5912099;7420004;8230001;9329899;ATIVIDADES DE POSPRODUCAO CINEMATOGRAFICA, DE VIDEOS E DE PROGRAMAS DE TELEVISAO NAO ESPECIFICADAS ANTERIORMENTE;COMERCIO VAREJISTA DE BRINQUEDOS E ARTIGOS RECREATIVOS;FILMAGEM DE FESTAS E EVENTOS;OUTRAS ATIVIDADES DE RECREACAO E LAZER NAO ESPECIFICADAS ANTERIORMENTE;SERVICOS DE ORGANIZACAO DE FEIRAS, CONGRESSOS, EXPOSICOES E FESTAS;VAREJO;COMÉRCIO VAREJISTA
217;1;4781400;4782202;4782202;4782202;4782202;COMERCIO VAREJISTA DE ARTIGOS DE VIAGEM;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;VAREJO;COMÉRCIO VAREJISTA
1091;3;4772500;4781400;4782201;4789001;4789001;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;COMERCIO VAREJISTA DE CALCADOS;COMERCIO VAREJISTA DE COSMETICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL;COMERCIO VAREJISTA DE SUVENIRES, BIJUTERIAS E ARTESANATOS;COMERCIO VAREJISTA DE SUVENIRES, BIJUTERIAS E ARTESANATOS;VAREJO;COMÉRCIO VAREJISTA
2441;2;4782202;4789001;7739002;7739002;7739002;ALUGUEL DE EQUIPAMENTOS CIENTIFICOS, MEDICOS E HOSPITALARES, SEM OPERADOR;COMERCIO VAREJISTA DE ARTIGOS DE VIAGEM;COMERCIO VAREJISTA DE SUVENIRES, BIJUTERIAS E ARTESANATOS;COMERCIO VAREJISTA DE SUVENIRES, BIJUTERIAS E ARTESANATOS;COMERCIO VAREJISTA DE SUVENIRES, BIJUTERIAS E ARTESANATOS;VAREJO;COMÉRCIO VAREJISTA
2443;3;4751200;6319400;8219901;8299707;8299707;COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA;FOTOCOPIAS;PORTAIS, PROVEDORES DE CONTEUDO E OUTROS SERVICOS DE INFORMACAO NA INTERNET;SALAS DE ACESSO A INTERNET;SALAS DE ACESSO A INTERNET;VAREJO;COMÉRCIO VAREJISTA
803;4;4120400;4212000;4221901;4222701;7732201;ALUGUEL DE MAQUINAS E EQUIPAMENTOS PARA CONSTRUCAO SEM OPERADOR, EXCETO ANDAIMES;CONSTRUCAO DE BARRAGENS E REPRESAS PARA GERACAO DE ENERGIA ELETRICA;CONSTRUCAO DE EDIFICIOS;CONSTRUCAO DE OBRAS DE ARTE ESPECIAIS;CONSTRUCAO DE REDES DE ABASTECIMENTO DE AGUA, COLETA DE ESGOTO E CONSTRUCOES CORRELATAS, EXCETO OBRAS DE IRRIGACAO;INDÚSTRIA DA CONSTRUÇÃO;CONSTRUÇÃO DE EDIFÍCIOS
2444;4;4755502;4761003;4763601;4781400;4782201;COMERCIO VAREJISTA DE ARTIGOS DE ARMARINHO;COMERCIO VAREJISTA DE ARTIGOS DE PAPELARIA;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;COMERCIO VAREJISTA DE BRINQUEDOS E ARTIGOS RECREATIVOS;COMERCIO VAREJISTA DE CALCADOS;VAREJO;COMÉRCIO VAREJISTA
1026;0;7810800;7810800;7810800;7810800;7810800;SELECAO E AGENCIAMENTO DE MAODEOBRA;SELECAO E AGENCIAMENTO DE MAODEOBRA;SELECAO E AGENCIAMENTO DE MAODEOBRA;SELECAO E AGENCIAMENTO DE MAODEOBRA;SELECAO E AGENCIAMENTO DE MAODEOBRA;SERVIÇOS ADMINISTRATIVOS;SELEÇÃO, AGENCIAMENTO E LOCAÇÃO DE MÃO-DE-OBRA
2439;3;4721104;4763601;4789008;7722500;7722500;ALUGUEL DE FITAS DE VIDEO, DVDS E SIMILARES;COMERCIO VAREJISTA DE ARTIGOS FOTOGRAFICOS E PARA FILMAGEM;COMERCIO VAREJISTA DE BRINQUEDOS E ARTIGOS RECREATIVOS;COMERCIO VAREJISTA DE DOCES, BALAS, BOMBONS E SEMELHANTES;COMERCIO VAREJISTA DE DOCES, BALAS, BOMBONS E SEMELHANTES;VAREJO;COMÉRCIO VAREJISTA
736;0;4330403;4330403;4330403;4330403;4330403;OBRAS DE ACABAMENTO EM GESSO E ESTUQUE;OBRAS DE ACABAMENTO EM GESSO E ESTUQUE;OBRAS DE ACABAMENTO EM GESSO E ESTUQUE;OBRAS DE ACABAMENTO EM GESSO E ESTUQUE;OBRAS DE ACABAMENTO EM GESSO E ESTUQUE;INDÚSTRIA DA CONSTRUÇÃO;SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO
1154;1;0321301;0322101;0322101;0322101;0322101;CRIACAO DE PEIXES EM AGUA DOCE;CRIACAO DE PEIXES EM AGUA SALGADA E SALOBRA;CRIACAO DE PEIXES EM AGUA SALGADA E SALOBRA;CRIACAO DE PEIXES EM AGUA SALGADA E SALOBRA;CRIACAO DE PEIXES EM AGUA SALGADA E SALOBRA;PRODUTOS DE AGROPECUÁRIA;PESCA E AQÜICULTURA
156;0;4330404;4330404;4330404;4330404;4330404;SERVICOS DE PINTURA DE EDIFICIOS EM GERAL;SERVICOS DE PINTURA DE EDIFICIOS EM GERAL;SERVICOS DE PINTURA DE EDIFICIOS EM GERAL;SERVICOS DE PINTURA DE EDIFICIOS EM GERAL;SERVICOS DE PINTURA DE EDIFICIOS EM GERAL;INDÚSTRIA DA CONSTRUÇÃO;SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO
1775;1;8299707;9329804;9329804;9329804;9329804;EXPLORACAO DE JOGOS ELETRONICOS RECREATIVOS;SALAS DE ACESSO A INTERNET;SALAS DE ACESSO A INTERNET;SALAS DE ACESSO A INTERNET;SALAS DE ACESSO A INTERNET;SERVIÇOS ADMINISTRATIVOS;SERVIÇOS DE ESCRITÓRIO, DE APOIO ADMINISTRATIVO E OUTROS SERVIÇOS PRESTADOS ÀS EMPRESAS
1829;3;4646001;4649499;4672900;4693100;4693100;COMERCIO ATACADISTA DE COSMETICOS E PRODUTOS DE PERFUMARIA;COMERCIO ATACADISTA DE FERRAGENS E FERRAMENTAS;COMERCIO ATACADISTA DE MERCADORIAS EM GERAL, SEM PREDOMINANCIA DE ALIMENTOS OU DE INSUMOS AGROPECUARIOS;COMERCIO ATACADISTA DE OUTROS EQUIPAMENTOS E ARTIGOS DE USO PESSOAL E DOMESTICO NAO ESPECIFICADOS ANTERIORMENTE;COMERCIO ATACADISTA DE OUTROS EQUIPAMENTOS E ARTIGOS DE USO PESSOAL E DOMESTICO NAO ESPECIFICADOS ANTERIORMENTE;ATACADO;COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS
